,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
86,"['Whitney: Hello', 'Hailey:  Hey', 'Whitney: Have you been to I-max cinemas?', 'Hailey: Nop', 'Hailey:  You planning on taking me?', 'Whitney: Mmmh maybe', 'Whitney: But it all depends if you will be available the day Aqua man is being released', ""Hailey:  I'll break the laws to make time for it😂"", 'Whitney: Haha. Then it is a deal', 'Hailey:  Cool.', 'Whitney: Before I forget Shadrack and his girlfriend will be accompanying us', 'Hailey:  Even better.', 'Whitney: Fine. I guess I will see you then.', 'Hailey:  Definitely']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
87,"['Whitney: Hello', 'Hailey:  Hey', 'Whitney: Have you been to I-max cinemas?', 'Hailey: Nop', 'Hailey:  You planning on taking me?', 'Whitney: Mmmh maybe', 'Whitney: But it all depends if you will be available the day Aqua man is being released', ""Hailey:  I'll break the laws to make time for it😂"", 'Whitney: Haha. Then it is a deal', 'Hailey:  Cool.', 'Whitney: Before I forget Shadrack and his girlfriend will be accompanying us', 'Hailey:  Even better.', 'Whitney: Fine. I guess I will see you then.', 'Hailey:  Definitely']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
88,"['Whitney: Hello', 'Hailey:  Hey', 'Whitney: Have you been to I-max cinemas?', 'Hailey: Nop', 'Hailey:  You planning on taking me?', 'Whitney: Mmmh maybe', 'Whitney: But it all depends if you will be available the day Aqua man is being released', ""Hailey:  I'll break the laws to make time for it😂"", 'Whitney: Haha. Then it is a deal', 'Hailey:  Cool.', 'Whitney: Before I forget Shadrack and his girlfriend will be accompanying us', 'Hailey:  Even better.', 'Whitney: Fine. I guess I will see you then.', 'Hailey:  Definitely']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
89,"['Whitney: Hello', 'Hailey:  Hey', 'Whitney: Have you been to I-max cinemas?', 'Hailey: Nop', 'Hailey:  You planning on taking me?', 'Whitney: Mmmh maybe', 'Whitney: But it all depends if you will be available the day Aqua man is being released', ""Hailey:  I'll break the laws to make time for it😂"", 'Whitney: Haha. Then it is a deal', 'Hailey:  Cool.', 'Whitney: Before I forget Shadrack and his girlfriend will be accompanying us', 'Hailey:  Even better.', 'Whitney: Fine. I guess I will see you then.', 'Hailey:  Definitely']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
90,"['Autumn: u sewn anything?', 'Autumn: show me show me!! :D', 'Autumn: <file_gif>', 'Israel: no :(', ""Israel: haven't had the time yet  ;("", 'Autumn: ooh :(', 'Autumn: u need to have pririorities in life!', ""Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D"", ""Israel: you've sewn a dres??"", ""Israel: you didn't show it to me"", ""Autumn: oh didn't i?"", ""Autumn: there will be some photos on the site soon so you'll see it:)"", ""Israel: sure will! can't wait!:D"", 'Autumn: <file_other>', ""Autumn: haven't i showed you this?"", ""Israel: noo!! it's wonderful!!"", 'Autumn: thanks :)', ""Israel: can't wait to see the whole dress! :)""]",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Autumn has sewn a dress.
91,"['Autumn: u sewn anything?', 'Autumn: show me show me!! :D', 'Autumn: <file_gif>', 'Israel: no :(', ""Israel: haven't had the time yet  ;("", 'Autumn: ooh :(', 'Autumn: u need to have pririorities in life!', ""Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D"", ""Israel: you've sewn a dres??"", ""Israel: you didn't show it to me"", ""Autumn: oh didn't i?"", ""Autumn: there will be some photos on the site soon so you'll see it:)"", ""Israel: sure will! can't wait!:D"", 'Autumn: <file_other>', ""Autumn: haven't i showed you this?"", ""Israel: noo!! it's wonderful!!"", 'Autumn: thanks :)', ""Israel: can't wait to see the whole dress! :)""]",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Autumn has sewn a dress.
92,"['Autumn: u sewn anything?', 'Autumn: show me show me!! :D', 'Autumn: <file_gif>', 'Israel: no :(', ""Israel: haven't had the time yet  ;("", 'Autumn: ooh :(', 'Autumn: u need to have pririorities in life!', ""Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D"", ""Israel: you've sewn a dres??"", ""Israel: you didn't show it to me"", ""Autumn: oh didn't i?"", ""Autumn: there will be some photos on the site soon so you'll see it:)"", ""Israel: sure will! can't wait!:D"", 'Autumn: <file_other>', ""Autumn: haven't i showed you this?"", ""Israel: noo!! it's wonderful!!"", 'Autumn: thanks :)', ""Israel: can't wait to see the whole dress! :)""]",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Autumn has sewn a dress.
93,"['Autumn: u sewn anything?', 'Autumn: show me show me!! :D', 'Autumn: <file_gif>', 'Israel: no :(', ""Israel: haven't had the time yet  ;("", 'Autumn: ooh :(', 'Autumn: u need to have pririorities in life!', ""Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D"", ""Israel: you've sewn a dres??"", ""Israel: you didn't show it to me"", ""Autumn: oh didn't i?"", ""Autumn: there will be some photos on the site soon so you'll see it:)"", ""Israel: sure will! can't wait!:D"", 'Autumn: <file_other>', ""Autumn: haven't i showed you this?"", ""Israel: noo!! it's wonderful!!"", 'Autumn: thanks :)', ""Israel: can't wait to see the whole dress! :)""]",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Autumn has sewn a dress.
94,"['Autumn: u sewn anything?', 'Autumn: show me show me!! :D', 'Autumn: <file_gif>', 'Israel: no :(', ""Israel: haven't had the time yet  ;("", 'Autumn: ooh :(', 'Autumn: u need to have pririorities in life!', ""Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D"", ""Israel: you've sewn a dres??"", ""Israel: you didn't show it to me"", ""Autumn: oh didn't i?"", ""Autumn: there will be some photos on the site soon so you'll see it:)"", ""Israel: sure will! can't wait!:D"", 'Autumn: <file_other>', ""Autumn: haven't i showed you this?"", ""Israel: noo!! it's wonderful!!"", 'Autumn: thanks :)', ""Israel: can't wait to see the whole dress! :)""]",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Autumn has sewn a dress.
95,"[""Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?"", 'Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.', 'Kate: <file_photo>', 'Kate: Good old Momo! Yes, it is your scarf!', ""Ola: NO!!! It's one of my favorites! The one from Laos!"", 'Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.', 'Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.', 'Ola: <file_photo>', 'Kate: Wait a sec!', 'Kate: <file_photo>', ""Kate: Isn't it similar?! Mum would probably like it. Why don't you?"", 'Ola: Not a bad idea. But the quality is usually crappy.', 'Kate: And if you go to some boutique shop or something? Not at a market as in your pics?', 'Ola: I might try and find some. Would you like one too?', 'Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))', ""Ola: OK I'll have a look. Greets to everyone at home pls."", 'Kate: Take care!']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Ola is in Cuba and is enjoying her trip. She has problems with connectivity there. Momo has recovered from her injury. Ola doesn't like the clothes in Cuba. Ola will try to find a blouse for mum in Cuba, as Kate suggested."
96,"[""Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?"", 'Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.', 'Kate: <file_photo>', 'Kate: Good old Momo! Yes, it is your scarf!', ""Ola: NO!!! It's one of my favorites! The one from Laos!"", 'Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.', 'Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.', 'Ola: <file_photo>', 'Kate: Wait a sec!', 'Kate: <file_photo>', ""Kate: Isn't it similar?! Mum would probably like it. Why don't you?"", 'Ola: Not a bad idea. But the quality is usually crappy.', 'Kate: And if you go to some boutique shop or something? Not at a market as in your pics?', 'Ola: I might try and find some. Would you like one too?', 'Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))', ""Ola: OK I'll have a look. Greets to everyone at home pls."", 'Kate: Take care!']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Ola is in Cuba and is enjoying her trip. She has problems with connectivity there. Momo has recovered from her injury. Ola doesn't like the clothes in Cuba. Ola will try to find a blouse for mum in Cuba, as Kate suggested."
97,"[""Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?"", 'Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.', 'Kate: <file_photo>', 'Kate: Good old Momo! Yes, it is your scarf!', ""Ola: NO!!! It's one of my favorites! The one from Laos!"", 'Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.', 'Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.', 'Ola: <file_photo>', 'Kate: Wait a sec!', 'Kate: <file_photo>', ""Kate: Isn't it similar?! Mum would probably like it. Why don't you?"", 'Ola: Not a bad idea. But the quality is usually crappy.', 'Kate: And if you go to some boutique shop or something? Not at a market as in your pics?', 'Ola: I might try and find some. Would you like one too?', 'Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))', ""Ola: OK I'll have a look. Greets to everyone at home pls."", 'Kate: Take care!']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Ola is in Cuba and is enjoying her trip. She has problems with connectivity there. Momo has recovered from her injury. Ola doesn't like the clothes in Cuba. Ola will try to find a blouse for mum in Cuba, as Kate suggested."
